Irene Bryant,20000034,DS,directing comedies,directing comedies,directing comedies,directing comedies,directing comedies,directing comedies,directing comedies,directing comedies,directing comedies,directing comedies,
Wayne Tucker,20000484,DS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Aleisha Albright,20000280,DS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Roselyn Schott,20000331,CS,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,spreading fear,
Roberto Baker,20000168,DS,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,promoting tolerance,
Doretha Quezada,20000384,CS,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,winning heavyweight titles,
Phillip Brooks,20000043,DS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Karen Bell,20000157,CS,looking for love,looking for love,looking for love,looking for love,looking for love,looking for love,looking for love,looking for love,looking for love,looking for love,
Javier Long,20000424,DS,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,composing classical music,
Ella Nelson,20000155,DS,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,
Russell Jackson,20000031,CS,hunting demons,hunting demons,hunting demons,hunting demons,hunting demons,hunting demons,hunting demons,hunting demons,hunting demons,hunting demons,
Amiee Thacker,20000212,DS,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,
Frank Miller,20000075,CS,developing new technologies,developing new technologies,developing new technologies,developing new technologies,developing new technologies,developing new technologies,developing new technologies,developing new technologies,developing new technologies,developing new technologies,
Stephanie Clark,20000073,CS,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,knocking out opponents,
Fumiko Osorio,20000385,DS,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,teaching magic,
Liana Stinnett,20000235,DS,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,running a criminal enterprise,
Margit Rutledge,20000325,CS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Yolanda Morales,20000410,DS,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,cursing at kitchen staff,
Noah Armstrong,20000487,CS,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,winning tennis tournaments,
Cory Lytle,20000379,DS,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,terrorizing sleepers,
Brittaney Le,20000301,DS,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,podcasting about movies,
Isis Oglesby,20000237,CS,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,launching cultural revolutions,
Shemika Read,20000243,DS,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,obeying annoying rules,
Marcus Walton,20000438,DS,running an empire,running an empire,running an empire,running an empire,running an empire,running an empire,running an empire,running an empire,running an empire,running an empire,
Ludie Valencia,20000202,DS,solving riddles,solving riddles,solving riddles,solving riddles,solving riddles,solving riddles,solving riddles,solving riddles,solving riddles,solving riddles,
Claretha Newberry,20000304,DS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Azalee Chavarria,20000247,DS,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,
Ira Sauls,20000229,DS,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,
Benjamin Thomas,20000032,CS,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,promoting science,
Trisha Richard,20000355,CS,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,directing science fiction movies,
Morgan Libby,20000288,CS,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,terrorizing employees,
Timothy Easley,20000265,CS,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,flipping hamburgers,
Kisha Mowery,20000268,DS,recording pop songs,recording pop songs,recording pop songs,recording pop songs,recording pop songs,recording pop songs,recording pop songs,recording pop songs,recording pop songs,recording pop songs,
Catherina Hanna,20000284,CS,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,writing on wax tablets,
Alison Sharp,20000194,CS,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,
Doris Reed,20000057,CS,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,reading the news,
Guillermo Hawkins,20000433,CS,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,
Terence Richards,20000458,DS,singing rock songs,singing rock songs,singing rock songs,singing rock songs,singing rock songs,singing rock songs,singing rock songs,singing rock songs,singing rock songs,singing rock songs,
Elbert Carroll,20000126,DS,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,promoting racial harmony,
Cecilia Farmer,20000459,CS,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,promoting open-source software,
Ella Nelson,20000155,DS,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,
Sue Pena,20000455,DS,running a kingdom,running a kingdom,running a kingdom,running a kingdom,running a kingdom,running a kingdom,running a kingdom,running a kingdom,running a kingdom,running a kingdom,
Ismael Abbott,20000415,DS,plotting against family members,plotting against family members,plotting against family members,plotting against family members,plotting against family members,plotting against family members,plotting against family members,plotting against family members,plotting against family members,plotting against family members,
Sophie Stokes,20000428,CS,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,promoting air travel,
Arminda Mccloud,20000242,CS,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,
Joline Hinds,20000250,CS,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,interviewing politicians,
Verla Carnahan,20000394,DS,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,treating diseases,
Samuel Fields,20000158,DS,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,promoting the Dark Side,
Anna Smith,20000100,CS,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,campaigning for world peace,
Antonio Santana,20000346,DS,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,selling chrystal meth,
Casey Chambers,20000117,CS,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,punishing terrorists,
Shelley Brewer,20000113,CS,issuing threats,issuing threats,issuing threats,issuing threats,issuing threats,issuing threats,issuing threats,issuing threats,issuing threats,issuing threats,
Lee Klein,20000104,CS,breaking bones,breaking bones,breaking bones,breaking bones,breaking bones,breaking bones,breaking bones,breaking bones,breaking bones,breaking bones,
Jacquiline Mcmanus,20000204,DS,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,introducing cartoons,
Tonya Walton,20000179,CS,winning battles,winning battles,winning battles,winning battles,winning battles,winning battles,winning battles,winning battles,winning battles,winning battles,
Kattie Fountain,20000266,DS,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,campaigning for social causes,
Rose Thompson,20000050,CS,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,
Joshua Simmons,20000065,CS,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,
Thalia Woodward,20000278,DS,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,telling bad jokes,
Amiee Thacker,20000212,DS,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,
Gail Mclaughlin,20000109,CS,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,
Rudolph Manning,20000177,CS,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,
Lou Koch,20000207,DS,writing rap songs,writing rap songs,writing rap songs,writing rap songs,writing rap songs,writing rap songs,writing rap songs,writing rap songs,writing rap songs,writing rap songs,
Kirby Landis,20000228,CS,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,devising evil schemes,
Marquerite Holiday,20000349,CS,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,
Dana Frazier,20000412,CS,lying badly,lying badly,lying badly,lying badly,lying badly,lying badly,lying badly,lying badly,lying badly,lying badly,
Troy Jensen,20000143,DS,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,
Kenyatta Craft,20000320,CS,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,spreading Christianity,
Billi Sandlin,20000238,DS,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,fighting for civil rights,
Bobbie Reyes,20000488,CS,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,commanding a spaceship,
Conchita Creamer,20000232,CS,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,promoting pacifism,
Aleisha Albright,20000280,DS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Ann Bennett,20000030,CS,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,
Jean Howard,20000094,CS,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,interpreting evidence,
Lovella Sumner,20000262,CS,selling tickets,selling tickets,selling tickets,selling tickets,selling tickets,selling tickets,selling tickets,selling tickets,selling tickets,selling tickets,
Cindy Ruiz,20000479,DS,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,selling fast food,
Petra Yarbrough,20000269,DS,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,
Joanne Vaughn,20000122,CS,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,
Darryl Hanson,20000112,DS,burning the wicked,burning the wicked,burning the wicked,burning the wicked,burning the wicked,burning the wicked,burning the wicked,burning the wicked,burning the wicked,burning the wicked,
Marquerite Holiday,20000349,CS,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,manipulating political pawns,
Phillip Brooks,20000043,DS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Ruth Kelly,20000098,CS,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,pioneering new technologies,
Joan Taylor,20000083,CS,planting daffodils,planting daffodils,planting daffodils,planting daffodils,planting daffodils,planting daffodils,planting daffodils,planting daffodils,planting daffodils,planting daffodils,
Dan Pope,20000174,DS,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,
Christopher Foster,20000084,CS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Val Zuniga,20000342,DS,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,wielding political power,
Steve Spencer,20000180,CS,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,analyzing murder scenes,
Dan Pope,20000174,DS,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,attacking consumerism,
Debi Lange,20000381,CS,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,foiling the schemes of evil villains,
Virginia Moody,20000435,CS,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,teaching young mutants,
Jody Lawrence,20000419,DS,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,
Earl Watson,20000007,CS,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,starring in romantic comedies,
Tracy Jennings,20000472,DS,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,spreading philosophy,
Ella Nelson,20000155,DS,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,extracting confessions,
Omer Mcqueen,20000308,CS,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,piquing public interest,
Arnold Little,20000105,CS,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,running a media empire,
Daniel Hill,20000048,CS,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,explaining natural selection,
Lela Powell,20000185,CS,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,
Valentine Villegas,20000351,CS,crushing dissent,crushing dissent,crushing dissent,crushing dissent,crushing dissent,crushing dissent,crushing dissent,crushing dissent,crushing dissent,crushing dissent,
Janine Albert,20000340,DS,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,scandalizing polite society,
Troy Jensen,20000143,DS,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,fighting the forces of good,
Olga Copeland,20000163,CS,writing novels,writing novels,writing novels,writing novels,writing novels,writing novels,writing novels,writing novels,writing novels,writing novels,
Laronda Early,20000289,CS,directing indy movies,directing indy movies,directing indy movies,directing indy movies,directing indy movies,directing indy movies,directing indy movies,directing indy movies,directing indy movies,directing indy movies,
Enrique Johnson,20000493,CS,bending spoons,bending spoons,bending spoons,bending spoons,bending spoons,bending spoons,bending spoons,bending spoons,bending spoons,bending spoons,
Veta Dix,20000221,DS,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,collecting comic books,
China Hendricks,20000364,CS,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,
Isabel Warner,20000449,CS,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,ranting about liberals,
Glennie Carnes,20000367,DS,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,
Genevieve Goodman,20000445,DS,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,writing mystery stories,
Ann Mack,20000123,DS,writing cook books,writing cook books,writing cook books,writing cook books,writing cook books,writing cook books,writing cook books,writing cook books,writing cook books,writing cook books,
Margie Fitzgerald,20000473,DS,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,solving crimes,
Christopher Foster,20000084,CS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Odessa Bertram,20000348,DS,planting evidence,planting evidence,planting evidence,planting evidence,planting evidence,planting evidence,planting evidence,planting evidence,planting evidence,planting evidence,
Alison Sharp,20000194,CS,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,promoting logical thinking,
Walter Jenkins,20000045,DS,making maverick choices,making maverick choices,making maverick choices,making maverick choices,making maverick choices,making maverick choices,making maverick choices,making maverick choices,making maverick choices,making maverick choices,
Myron Valdez,20000153,DS,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,studying science,
Irene Delgado,20000402,DS,grabbing power,grabbing power,grabbing power,grabbing power,grabbing power,grabbing power,grabbing power,grabbing power,grabbing power,grabbing power,
Dana Vega,20000139,CS,over-acting,over-acting,over-acting,over-acting,over-acting,over-acting,over-acting,over-acting,over-acting,over-acting,
Jimmy Green,20000066,CS,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,tricking criminals,
Adrian Rose,20000103,DS,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,promoting American values,
Roger Roberts,20000021,CS,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,brewing magican potions,
Krystin Camp,20000231,CS,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,womanizing,
Johanna Jordan,20000192,CS,developing open-source software,developing open-source software,developing open-source software,developing open-source software,developing open-source software,developing open-source software,developing open-source software,developing open-source software,developing open-source software,developing open-source software,
Steven Green,20000437,DS,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,finding clues,
Bruce Harris,20000006,DS,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,manipulating ingenues,
China Hendricks,20000364,CS,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,rooting out facts,
Keri Wiley,20000271,DS,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,
Lisa Bell,20000047,CS,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,interviewing celebrities,
Andrew Allison,20000119,CS,insulting minorities,insulting minorities,insulting minorities,insulting minorities,insulting minorities,insulting minorities,insulting minorities,insulting minorities,insulting minorities,insulting minorities,
Ione Leger,20000366,CS,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,ruling over subjects,
Rebecca Dennis,20000440,DS,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,fighting for democracy,
Fernando Fisher,20000124,DS,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,cooking fancy food,
Glennie Carnes,20000367,DS,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,writing serialized stories,
Patsy Mckenzie,20000162,CS,directing action movies,directing action movies,directing action movies,directing action movies,directing action movies,directing action movies,directing action movies,directing action movies,directing action movies,directing action movies,
Ira Sauls,20000229,DS,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,playing poker badly,
Jeremy Gonzales,20000016,DS,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,writing hawkish memos,
Tonya Dunn,20000432,CS,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,starring in Hollywood movies,
Barbara Perkins,20000454,DS,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,digging for antiquities,
Betsy Flores,20000131,DS,running for the senate,running for the senate,running for the senate,running for the senate,running for the senate,running for the senate,running for the senate,running for the senate,running for the senate,running for the senate,
Nga Yeager,20000240,CS,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,promoting conservative values,
Gilbert Hansen,20000462,DS,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,writing pop songs,
Andrew Moore,20000042,DS,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,campaigning for environmental causes,
Arminda Mccloud,20000242,CS,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,performing magic tricks,
Betty Hughes,20000044,CS,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,selling comic books,
Laquanda Wynn,20000310,CS,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,promoting new technologies,
Keri Wiley,20000271,DS,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,twirling a cane,
Judy Nash,20000411,CS,playing golf,playing golf,playing golf,playing golf,playing golf,playing golf,playing golf,playing golf,playing golf,playing golf,
Theresa Pratt,20000416,CS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
Sanda Luther,20000370,CS,writing short stories,writing short stories,writing short stories,writing short stories,writing short stories,writing short stories,writing short stories,writing short stories,writing short stories,writing short stories,
Willette Rudd,20000323,DS,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,running a clandestine spy organization,
Clint Fitzgerald,20000121,DS,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,marrying underage girls,
Deborah Murphy,20000046,DS,eating carrots,eating carrots,eating carrots,eating carrots,eating carrots,eating carrots,eating carrots,eating carrots,eating carrots,eating carrots,
Claretha Newberry,20000304,DS,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,singing pop songs,
