Julia Smith, 20000017, CS, collecting treasures,selling fast food,starring in Hollywood movies,hiding from extremists,ranting about liberals,writing short stories,warning about totalitarianism,writing pop songs,selling cheap airline seats,seducing women
Joan Taylor, 20000083, DS, casting magic spells,promoting mysticism,pursuing criminals,promoting conservative values,starring in Hollywood movies,tricking criminals,building an army,writing up case notes,attacking consumerism,creating nightmares
Marva Sheppard, 20000333, CS, running a media empire,playing the clarinet,spreading revolution,writing romantic poetry,ranting about liberals,dancing to disco music,writing pop songs,writing for the New Yorker,solving mysteries,hosting automotive shows
Tina Griffin, 20000138, DS, killing monsters,pinching pennies,solving crimes,striving for world domination,fighting for democracy,ruling over subjects,slashing victims,building an army,brewing magican potions,pioneering new technologies
Elliott Thorton, 20000305, DS, playing rock music,ruling over subjects,solving crimes,offering medical opinions,composing advertizing jingles,terrorizing sleepers,performing magic tricks,defending the weak,fighting for democracy,tracking down criminals
Alberto Cannon, 20000130, CS, singing pop songs,pedalling furiously,studying science,ranting about liberals,solving mysteries,explaining natural selection,writing scripts,fomenting social revolution,proving math theorems,starring in comedies
Arminda Mccloud, 20000242, DS, grabbing power,playing rock guitar,seducing women,making insipid musicals,chasing murderers,ruling over subjects,arresting criminals ,solving crimes,eluding authorities,fighting with swords
Janine Albert, 20000340, DS, solving mysteries,keeping accounts,avenging loved ones,playing rock music,singing pop songs,defending the weak,solving crimes,reading minds,eluding capture,maintaining a secret identity
Pablo Moore, 20000443, DS, studying magic,tempting fate,killing rival gladiators,surviving in a post-apocalyptic world,ranting about liberals,creating nightmares,maintaining a secret identity,spreading political gossip,womanizing,crushing dissent
Frances Sanders, 20000053, CS, promoting feminism,coining sparkling witticisms,promoting conservative values,starring in comedies,proving math theorems,eluding authorities,warning about totalitarianism,interviewing celebrities,popping amphetamines,fighting for democracy
Elliott Thorton, 20000305, CS, promoting communism,studying science,selling franchises,running a smuggling business,running a kingdom,singing pop songs,performing stand-up,avoiding taxes,promoting new technologies,expressing dissent
Daphne Reno, 20000345, DS, singing pop songs,maintaining a secret identity,writing for the New Yorker,running a software company,attending cocktail parties,promoting the Dark Side,interpreting evidence,eating people,running a multinational corporation,womanizing
Candace Maldonado, 20000414, CS, hiding from extremists,promoting pop music,wielding political power,promoting new technologies,spreading philosophy,tolerating adultery,amassing nuclear weapons,running a business empire,promoting Catholic values,singing country music
Lori Shelton, 20000189, CS, wielding political power,proving math theorems,coining sparkling witticisms,climbing social ladders,promoting Catholic values,running pyramid schemes,singing the blues,campaigning for the presidency,promoting pop music,scandalizing polite society
Laronda Early, 20000289, DS, leading revolts,punishing criminals,fighting with swords,singing pop songs,talking in riddles,trading innuendo,terrorizing sleepers,solving crimes,foiling the schemes of evil villains,performing Web searches
Tonya Dunn, 20000432, CS, promoting atheism,staring at the moon,running a media empire,running a crime family,managing large development projects,bugging political rivals,performing stand-up,undermining authority,making cartoons,directing bad movies
Dennis Edwards, 20000029, DS, terrorizing sleepers,hosting automotive shows,duelling acrobatically,tricking criminals,fighting for justice,fighting for the resistance,gadding about town,finding clues,preventing crime,making soap
Kathleen Fields, 20000469, DS, eating people,promoting socialism,composing advertizing jingles,promoting charity,rescuing damsels in distress,extracting confessions,ruling over subjects,maintaining a secret identity,teaching magic,punishing criminals
Judith Wilson, 20000013, CS, testing new technologies,betraying friends,making unauthorized sex tapes,puncturing artistic sensibilities,collecting rock samples,ordering wire-taps,directing Hollywood movies,starring in Hollywood movies,cooking dinners,ruling over subjects
Irene Delgado, 20000402, DS, commanding a spaceship,making insipid musicals,brewing magican potions,promoting diversity,diagnosing diseases,hosting automotive shows,laughing at God,spreading political gossip,finding clues,solving crimes
Nicole Johnson, 20000096, DS, climbing social ladders,striving for world domination,punishing criminals,playing Baccarat ,starring in Hollywood movies,flying into a rage,spreading revolution,stealing human fat,tracking down criminals,interviewing celebrities
Mamie Brown, 20000429, CS, promoting Scientology,writing rock songs,singing pop songs,ruling over subjects,promoting Catholic values,writing short stories,running a kingdom,writing pop songs,ranting about liberals,writing TV comedies
Angelica Wise, 20000447, CS, cheating clients,collecting rock samples,starring in comedies,ranting about liberals,producing Hipbop records,proving math theorems,singing country music,playing the banjo,promoting conservative values,developing new technologies 
Candice Jimenez, 20000115, CS, writing pop songs,writing for the New Yorker,healing the sick,popping amphetamines,writing Hollywood movies,searching for the messiah,wielding political power,promoting conservative values,running a kingdom,ranting about liberals
Stacey Roy, 20000137, CS, spreading revolution,singing rock songs,writing pop songs,writing for the New Yorker,ranting about liberals,fighting with swords,ruling over subjects,building a wooden ark,directing Hollywood movies,selling franchises
Gregory Falk, 20000307, DS, tempting the innocent,making insipid musicals,burping,impersonating women,pioneering new technologies,spreading political gossip,drawing whimsical cartoons,trading innuendo,finding clues,making documentaries
Lorine Linkous, 20000334, CS, preventing crime,writing rock songs,challenging artistic norms,preaching to presidents,fighting with swords,building airplanes,producing Hipbop records,writing scripts,solving crimes,pioneering new technologies
Sophie Stokes, 20000428, DS, ranting about liberals,reading self-help books,belching,tricking criminals,brewing magican potions,running a multinational corporation,dating young women,hunting demons,duelling acrobatically,promoting socialism
Dreama Jernigan, 20000283, CS, selling franchises,running pyramid schemes,writing pop songs, fighting for democracy,preventing crime,playing the banjo,promoting Catholic values,singing pop songs,seducing women,building airplanes
Dreama Jernigan, 20000283, DS, meddling in the dark arts,chasing terrorists,fighting for justice,impersonating women,interpreting evidence,posing as a street thug,keeping a diary,spreading Christianity,slashing victims,performing Web searches
Sheila Olson, 20000197, CS, promoting democracy,commiting perjury,fighting with swords,writing pop songs,promoting conservative values,making cartoons,searching for the messiah,staring at the moon,singing pop songs,running a media empire
Wayne Tucker, 20000484, CS, promoting conservative values,running a business empire,promoting new technologies,womanizing,writing Hollywood movies,promoting circus attractions,warning about totalitarianism,marrying underage girls,promoting pacifism,staring at the moon
Brittaney Steward, 20000292, CS, developing new technologies ,scandalizing polite society,directing indy movies,interviewing politicians,making cartoons,building a search engine,writing scripts,running a fast-food business,making political gaffes,promoting atheism
Marcella Daniel, 20000448, CS, puncturing artistic sensibilities,writing rap songs,writing pop songs,trading innuendo,running a media empire,drawing whimsical cartoons,collecting treasures,promoting conservative values,test-driving cars,pushing haute couture
Darryl Hanson, 20000112, CS, playing baseball,hiding from extremists,recruiting dissidents,promoting atheism,collecting rock samples,running a kingdom,writing short stories,patenting new technologies ,ranting about liberals,punishing crime
Jeannette Owen, 20000489, CS, starring in comedies,performing stand-up,campaigning for democracy,promoting pop music,trading innuendo,coining epigrams,doing stand-up,running a software company,making lewd remarks,wielding political power
Paula Davis, 20000089, CS, making modern art,making unauthorized sex tapes,patenting new technologies ,piloting a spaceship,searching for the messiah,promoting Scientology,amassing wealth,finding clues,selling fast food,making subversive art
Caroline Payne, 20000474, CS, pushing haute couture, fighting for democracy,collecting rock samples,promoting pacifism,explaining evolution,writing pop songs,scandalizing polite society,ruling over subjects,enriching uranium,fighting with swords
Christie Dunn, 20000184, CS, writing for the New Yorker,writing pop songs,promoting atheism,composing classical music,managing hedge funds,popping amphetamines,frowning at errant husbands,starring in Hollywood movies,fighting for democracy,running a software company
Doris Reed, 20000057, DS, starring in Hollywood movies,hacking into computers,practicing insincerity,promoting capitalism,counting calories,fighting for justice,pioneering new technologies,studying magic,engaging in bare-knuckle fighting,terrorizing sleepers
Arturo Ingram, 20000418, CS, writing pop songs,cross-dressing in women's clothes,writing for the New Yorker,developing new technologies ,challenging artistic norms,writing TV comedies,building airplanes,promoting democracy,starring in comedies,scandalizing polite society
Burl Champagne, 20000208, DS, drinking one's life away,killing monsters,interpreting evidence,seducing young women,fighting for justice,offering medical opinions,womanizing,hacking into computers,maintaining a secret identity,devising evil schemes
Jeffrey Scott, 20000063, DS, preparing for war,interpreting evidence,solving crimes,rescuing damsels in distress,performing household chores,hunting demons,finding clues,diagnosing diseases,pursuing criminals,practicing the Occult
Jason Anderson, 20000076, DS, ruling over subjects,going on commando missions,tracking down criminals,smoking herb,impersonating women,making documentaries,writing plays,playing rock guitar,making soap,burping
Indira Savage, 20000287, CS, singing Hipbop songs,scandalizing polite society,pioneering new technologies,selling fast food,test-driving cars,womanizing,writing modern fiction,insulting minorities,running the FBI,crushing dissent
Percy Walker, 20000465, CS, solving crimes,teaching the next generation,starring in Hollywood movies,making political gaffes,staring at the moon,finding clues,ruling over subjects,promoting new technologies,writing Hollywood movies,running a budget airline
Jack Brown, 20000023, CS, producing Hipbop records,running restaurants,writing Hollywood movies,promoting circus attractions,writing short stories,staring at the moon,tolerating adultery,promoting socialism,promoting Kaballah,preaching to presidents
Ludie Valencia, 20000202, CS, promoting conservative values,collecting rock samples,lying on the stand,singing pop songs,running a kingdom,spreading political gossip,selling fast food,pioneering new technologies,writing Hollywood movies,winning battles
Geneva Nunez, 20000144, DS, seducing young women,tossing coins,performing office chores,fighting in gladiator arenas,hunting monsters,planting daffodils,solving mysteries,selling franchises,pursuing criminals,impersonating women
Omer Mcqueen, 20000308, CS, writing short stories,spreading revolution,singing pop songs,promoting socialism,writing Hollywood movies,writing rock songs,interviewing politicians,running an empire,writing pop songs,test-driving cars
Jamie Brewer, 20000405, DS, causing mayhem,promoting hair products,solving mysteries,promoting conservative values,tracking down criminals,solving crimes,rescuing damsels in distress,tricking criminals,starring in Hollywood movies,tempting fate
Keisha Naquin, 20000335, CS, deflating political egos,directing Hollywood movies,running a kingdom,solving crimes,running a tech giant,making subversive art,puncturing artistic sensibilities,climbing social ladders,building airplanes,collecting treasures
Daisy Austin, 20000182, CS, going for a spacewalk,writing political tracts,promoting democracy,singing pop songs,avoiding taxes,manipulating ingenues,stabbing in the back,rooting out facts,solving mysteries,starring in Hollywood movies
Sharilyn Tyson, 20000341, CS, developing military strategies,promoting democracy,building airplanes,running a media empire,promoting conservative values,flaunting foppish fashions,promoting Scientology,fighting for civil rights,dancing to disco music,staring at the moon
Tracy Jennings, 20000472, CS, starring in reality TV shows,amassing nuclear weapons,marrying underage girls,developing new technologies ,cross-dressing in women's clothes,trading innuendo,pioneering new technologies,running a media empire,running a kingdom,finding clues
Diane Rodriguez, 20000068, DS, pioneering new technologies,tracking down criminals,running a school for gifted teens,interpreting evidence,creating nightmares,hunting monsters,raging against the machine,causing mayhem,commanding a spaceship,running a kingdom
Domingo Greer, 20000165, CS, ranting about liberals,grabbing power,running theme parks,doing stand-up,curing lepers,living amongst apes,running a kingdom,collecting rock samples,giving investment advice,starring in Hollywood movies
Ann Mack, 20000123, CS, solving mysteries,singing pop songs,preventing crime,scandalizing polite society,studying science,womanizing,ranting about liberals,promoting socialism,making political gaffes,coining sparkling witticisms
Towanda Sales, 20000297, CS, collecting rock samples,pioneering new technologies,playing jazz trumpet,avoiding taxes,writing Hollywood movies,undermining authority,selling franchises,promoting conservative values,playing the clarinet,writing romantic poetry
Letisha Handy, 20000217, DS, chasing criminals,going on commando missions,running a multinational corporation,stealing human fat,duelling acrobatically,interviewing politicians,maintaining a secret identity,starring in Hollywood movies,spying on girls,performing magic tricks
Deborah Adkins, 20000463, CS, ruling over subjects,punishing crime,promoting conservative values,test-driving cars,starring in Hollywood movies,seducing women,promoting pop music,marrying underage girls,promoting Heliocentrism,writing purple prose
Jacqueline Perez, 20000009, CS, performing stand-up,fighting with swords,promoting Kaballah,selling cheap airline seats,writing romantic poetry,test-driving cars,ruling over subjects,popping amphetamines,producing Hipbop records,singing pop songs
Rose Thompson, 20000050, DS, preventing crime,tending the garden,practicing the Occult,tempting fate,fighting for justice,eluding authorities,striving for world domination,eating people,practicing good skin care,creating nightmares
Judith Butler, 20000146, CS, running a tech giant,writing modern fiction,spreading philosophy,making political gaffes,promoting conservative values,playing the clarinet,making unauthorized sex tapes,writing plays,collecting treasures,studying mathematics
Joan Taylor, 20000083, DS, chasing terrorists,extracting confessions,seducing young women,running a multinational corporation,ruling over subjects,promoting logical thinking,trimming bushes,hacking into computers,tricking criminals,traveling in time
Luigi Mccray, 20000315, DS, seducing young women,solving crimes,singing pop songs,playing rock guitar,running a school for gifted teens,counting calories,making ice sculptures,tracking down criminals,defending the weak,running a multinational corporation
Vivian Fowler, 20000198, CS, making cartoons,making kitsch,making modern art,drawing whimsical cartoons,promoting pop music,promoting circus attractions,hiding from extremists,ruling over subjects,singing pop songs,cross-dressing in women's clothes
Tracy Holmes, 20000136, CS, amassing wealth,directing Hollywood movies,promoting conservative values,promoting Catholic values,running for the senate,promoting movie violence,lying on the stand,running a media empire, fighting for democracy,writing rap songs
Lela Powell, 20000185, CS, writing TV comedies,collecting treasures,starring in comedies,singing pop songs,healing the sick,promoting conservative values,writing rock songs,abusing minorities,eluding authorities,finding clues
Steven Green, 20000437, DS, killing monsters,performing office chores,devising evil schemes,cross-dressing in women's clothes,fighting for justice,building an army,preventing crime,tempting the innocent,practicing insincerity,finding clues
Carole Gomez, 20000460, CS, making modern art,fighting for democracy,writing pop songs,making vulgar jokes,piloting the lunar module,giving investment advice,warning about totalitarianism,hiding from extremists,running the FBI,collecting rock samples
Judy Nash, 20000411, DS, pursuing criminals,hosting automotive shows,promoting capitalism,reading minds,running a criminal empire,devising evil schemes,eluding authorities,tracking down criminals,recruiting dissidents,finding clues
Barbara Perkins, 20000454, DS, blowing smoke rings,selling fried chicken,solving crimes,hunting monsters,studying science,tempting the innocent,tracking down criminals,running a fast-food business,performing household chores,preventing crime
Nicole Johnson, 20000096, CS, hosting automotive shows,collecting rock samples,leading revolts,singing jazz songs,climbing social ladders,wielding political power,running an empire,ranting about liberals,writing Hollywood movies,warning about totalitarianism
Evangeline Benitez, 20000276, CS, pedalling furiously,writing TV comedies,wielding political power,starring in Hollywood movies,seducing women,chain-smoking Gauloises Bleues,teaching the next generation,climbing social ladders,amassing wealth,avoiding taxes
Gricelda Eng, 20000386, DS, finding clues,pioneering new technologies,spying on girls,fighting for justice,killing demons,fighting for the rebel alliance,promoting mysticism,solving mysteries,pursuing criminals,recruiting dissidents
Sean Russell, 20000062, CS, playing the banjo,playing the trumpet,writing modern fiction,promoting movie violence,running a kingdom,cross-dressing in women's clothes,running a media empire,writing rock songs,staring at the moon,producing Hipbop records
Tara Snyder, 20000134, CS, promoting Kaballah,solving crimes,playing the clarinet,studying science,staring at the moon,scandalizing polite society,ruling over subjects,writing pop songs,promoting socialism,making political gaffes
Shawn Hall, 20000019, CS, singing pop songs,developing military strategies,proving math theorems,insulting minorities,ranting about liberals,running a budget airline,promoting humanism,starring in comedies,writing pop songs,devising evil schemes
Gene Ramon, 20000372, CS, testing new technologies,wielding political power,abusing minorities,writing short stories,making vulgar jokes,running an empire,curing lepers,seducing women,piloting the lunar module,writing pop songs
Olga Copeland, 20000163, DS, attacking consumerism,spreading political gossip,running a fast-food business,promoting the Dark Side,looking after children,performing magic tricks,causing mayhem,writing for the New Yorker,creating nightmares,hunting demons
Matilda Mangum, 20000275, CS, singing pop songs,telling politicians what to do,plotting mutinies,ranting about liberals,searching for the messiah,playing the banjo,fighting for democracy,promoting socialism,preventing crime,spreading political gossip
Maxine Poole, 20000196, DS, fighting with swords,singing pop songs,running a software company,smoking Silk Cut cigarettes,belching,gadding about town,spreading revolution,fighting for justice,devising evil schemes,writing pop songs
Keri Wiley, 20000271, CS, selling kitsch,coining epigrams,running a media empire,spreading political gossip,promoting socialism,pioneering new technologies,writing pop songs,starring in Hollywood movies,developing new technologies ,writing plays
Virginia Glover, 20000140, DS, promoting conservative values,apprehending criminals,promoting socialism,brewing magican potions,playing Baccarat ,finding clues,commanding a spaceship,composing advertizing jingles,promoting capitalism,starring in Hollywood movies
Billi Sandlin, 20000238, CS, writing for the New Yorker,manipulating ingenues,running a media empire,drawing whimsical cartoons,healing the sick,terrorizing employees,making unauthorized sex tapes,writing pop songs,punishing crime,promoting new technologies
Frank Miller, 20000075, CS, running a media empire,finding clues,writing short stories,solving mysteries,writing modern fiction,writing plays,giving investment advice,writing pop songs,wielding political power,solving crimes
Marquerite Holiday, 20000349, CS, running a software company,running Ponzi schemes,coining epigrams,writing modern fiction,promoting new technologies,writing pop songs,giving investment advice,wielding political power,staring at the moon,leading armies into battle
Neil Francis, 20000481, DS, interpreting evidence,pioneering new technologies,womanizing,studying science,living amongst apes,starring in Hollywood movies,counting calories,solving crimes,apprehending criminals,tracking down criminals
Jacquiline Mcmanus, 20000204, DS, eluding imperial storm-troopers,counting calories,finding clues,over-acting,promoting hair products,pursuing criminals,commanding a spaceship,singing pop songs,offering medical opinions,fighting for the resistance
Elizabeth Lopez, 20000064, DS, eluding capture,preparing for war,finding clues,eating census takers,extracting confessions,solving crimes,fighting for justice,pursuing criminals,trimming bushes,promoting socialism
Lorinda Dykes, 20000213, DS, solving crimes,pioneering new technologies,running a hardware company,performing kung-fu moves,attacking consumerism,solving mysteries,fighting for the rebel alliance,promoting mysticism,reporting the news,writing for the New Yorker
Earl Watson, 20000007, CS, staring at the moon,directing movies,making cars,singing the blues,scandalizing polite society,making political gaffes,collecting treasures,promoting new technologies,promoting conservative values,publishing newspapers
Towanda Sales, 20000297, CS, promoting Scientology,patenting new technologies ,playing baseball,solving mysteries,promoting humanism,running a kingdom,running a criminal enterprise,promoting Heliocentrism,running Ponzi schemes,starring in Hollywood movies
Ann Bennett, 20000030, DS, attacking consumerism,solving mysteries,finding clues,devising evil schemes,performing Web searches,playing rock guitar,planting daffodils,crushing dissent,chasing after women,performing office chores
Tracy Jennings, 20000472, DS, interviewing politicians,singing pop songs,studying science,chain-smoking Gauloises Bleues,promoting yellow journalism,finding clues,apprehending criminals,preventing crime,solving mysteries,wielding political power
Cecelia Dixon, 20000446, CS, wielding political power,writing polemics,singing pop songs,interviewing celebrities,issuing threats,promoting atheism,gyrating hips,promoting Scientology,running a fast-food business,starring in comedies
Timothy Diaz, 20000036, CS, running the FBI,singing pop songs,finding clues,collecting treasures,writing modern fiction,building a search engine,running a crime family,running pyramid schemes,drawing whimsical cartoons,campaigning for democracy
Daron Fort, 20000306, DS, killing monsters,offering medical opinions,foiling the schemes of evil villains,singing pop songs,ranting about liberals,rescuing prisoners of war,promoting mysticism,preventing crime,fighting the forces of good,rescuing damsels in distress
Alberto Cannon, 20000130, DS, seducing women,singing bawdy songs,extracting confessions,burping,causing mayhem,undermining authority,devising evil schemes,eating people,eluding capture,pioneering new technologies
Ervin Lee, 20000173, DS, defending the weak,performing Web searches,climbing social ladders,preventing crime,fighting in gladiator arenas,terrorizing sleepers,solving crimes,arresting criminals,practicing the Occult,pioneering new technologies
Paula Davis, 20000089, CS, promoting pop music,fighting with swords,promoting Kaballah,chain-smoking Gauloises Bleues,making modern art,amassing nuclear weapons,campaigning for democracy,abusing minorities,ruling over subjects,gyrating hips
Betsy Flores, 20000131, DS, spreading political gossip,tracking down criminals,selling franchises,writing for the New Yorker,pioneering new technologies,killing rival gladiators,raging against the machine,promoting conservative values,fighting in gladiator arenas,attending cocktail parties
Donnie Nation, 20000223, DS, running a media empire,punishing criminals,running a software company,killing demons,tracking down criminals,interviewing celebrities,looking after children,preparing for war,convicting criminals,writing for the New Yorker
Carylon Whitlow, 20000338, CS, ranting about liberals,writing pop songs,proving math theorems,starring in comedies,giving investment advice,slashing victims,promoting new technologies,promoting Scientology,undermining authority,spreading revolution
Laquanda Wynn, 20000310, DS, surviving in a post-apocalyptic world,making topiary sculptures,promoting diversity,eating census takers,teaching magic,defending the weak,teaching the next generation,foiling the schemes of evil villains,writing pop songs,pursuing criminals
Marcella Daniel, 20000448, CS, worrying about health,developing military strategies,writing pop songs,issuing threats,seducing women,terrorizing employees,preventing crime,coining sparkling witticisms,promoting conservative values,promoting pacifism
Tracy Holmes, 20000136, CS, ranting about liberals,eluding authorities,hosting automotive shows,writing romantic poetry,writing pop songs,promoting humanism,singing pop songs,making modern art,avoiding taxes,selling franchises
Jason Anderson, 20000076, DS, standing up to bullies,interpreting evidence,developing new technologies ,making soap,arresting criminals,causing mayhem,finding clues,killing murderers,pursuing criminals,cheating at poker
Burl Champagne, 20000208, DS, eluding authorities,interviewing celebrities,fighting for justice,building an army,drinking demon blood,singing bawdy songs,causing mayhem,performing kung-fu moves,selling franchises,killing rival gladiators
Joseph Bailey, 20000091, DS, writing up case notes,counting calories,playing Baccarat ,fighting in gladiator arenas,avoiding growing old,preventing crime,making topiary sculptures,collecting treasures,cross-dressing in women's clothes,spreading revolution
Thalia Woodward, 20000278, DS, solving mysteries,maintaining a secret identity,recruiting dissidents,dating young women,extracting confessions,engaging in bare-knuckle fighting,eluding capture,solving crimes,fighting for justice,promoting conservative values
Carolyn Griffin, 20000086, DS, defending the weak,gadding about town,finding clues,terrorizing sleepers,fighting the forces of good,attacking consumerism,interpreting evidence,spreading revolution,singing bawdy songs,tricking criminals
Marcel Traylor, 20000293, DS, trimming bushes,solving mysteries,promoting mysticism,standing up to bullies,creating nightmares,writing for the New Yorker,promoting socialism,crushing dissent,composing classical music,running a hardware company
Candace Maldonado, 20000414, CS, writing short stories,producing Hipbop records,leading armies into battle,test-driving cars,wielding political power,making unauthorized sex tapes,writing scripts,singing pop songs,promoting democracy,exploring the new world
Carol Patterson, 20000059, DS, seducing young women,pioneering new technologies,fighting the forces of good,twirling a cane,leading revolts,inventing electrical marvels,planting daffodils,starring in Hollywood movies,eluding imperial storm-troopers,arresting criminals
Earl Watson, 20000007, CS, producing Hipbop records,running a kingdom,selling franchises,singing pop songs,writing political tracts,making modern art,running Ponzi schemes,promoting Catholic values,promoting conservative values,running an empire
Solomon Mccallum, 20000357, DS, interpreting evidence,publishing newspapers,selling fast food,rescuing damsels in distress,drinking one's life away,pursuing criminals,trading innuendo,turning it up to 11,running a software company,promoting capitalism
Stephanie Clark, 20000073, CS, issuing threats,running a kingdom,promoting conservative values,going for a spacewalk,ruling over subjects,amassing wealth,promoting new technologies,scandalizing polite society,starring in comedies,studying science
Dan Pope, 20000174, CS, selling out,amassing wealth,wielding political power,running a tech giant,starring in Hollywood movies,patenting new technologies ,cooking dinners,instigating rebellion,staring at the moon,amassing nuclear weapons
Stephane Pickard, 20000225, DS, solving crimes,solving mysteries,playing rock music,punishing criminals,preventing crime,pioneering new technologies,living amongst apes,fighting with swords,betraying friends,promoting the Dark Side
Liana Stinnett, 20000235, CS, running assembly lines,promoting conservative values,ruling over subjects,teaching philosophy to future leaders,starring in Hollywood movies,staring at the moon,going for a spacewalk,commiting perjury,leading revolts,running theme parks
Jacqueline Perez, 20000009, CS, running Ponzi schemes,piloting a spaceship,directing comedies,singing pop songs,ranting about liberals,manipulating ingenues,writing pop songs,promoting pop music,running a kingdom,puncturing artistic sensibilities
Brittaney Le, 20000301, CS, directing science fiction movies,singing Hipbop songs,grabbing power, fighting for democracy,selling kitsch,marrying underage girls,studying science,spreading political gossip,testing new technologies,singing the blues
Tami Black, 20000108, CS, singing pop songs,insulting minorities,winning battles,running Ponzi schemes,staring at the moon,commanding a spaceship,writing Hollywood movies,coining sparkling witticisms,preaching to presidents,running a kingdom
Thalia Woodward, 20000278, DS, terrorizing sleepers,writing for the New Yorker,singing bawdy songs,interviewing politicians,promoting tolerance,studying magic,womanizing,eating people,creating nightmares,solving mysteries
Sandi Merritt, 20000353, CS, writing polemics,undermining authority,starring in romantic comedies,hiding from the public,warning about totalitarianism,spreading revolution,plotting mutinies,hosting automotive shows,running a smuggling business,running for the senate
Penny Grant, 20000425, DS, explaining evolution,reading self-help books,promoting pop music,bending spoons,teaching magic,burping,ruling over subjects,extracting confessions,counting calories,eluding capture
Bruce Harris, 20000006, DS, brewing magican potions,ruling over subjects,promoting conservative values,traveling in time,drinking one's life away,finding clues,performing kung-fu moves,interpreting evidence,spreading political gossip,performing office chores
Rose Thompson, 20000050, DS, offering medical opinions,performing Web searches,interpreting evidence,cross-dressing in women's clothes,eluding capture,studying science,foiling the schemes of evil villains,talking in riddles,practicing good skin care,rescuing damsels in distress
Helen Young, 20000020, CS, ruling over subjects,seducing women,directing Hollywood movies,frowning at errant husbands,coining sparkling witticisms,writing about social problems,grabbing power,pioneering new technologies,writing polemics,fighting for democracy
Garry Rios, 20000423, CS, promoting circus attractions,interviewing politicians,making cartoons,running a kingdom,promoting atheism,developing new technologies ,writing modern fiction,promoting science,singing torch songs,playing jazz trumpet
Mary Walters, 20000186, DS, tricking criminals,wielding political power,making topiary sculptures,climbing social ladders,singing bawdy songs,extracting confessions,promoting diversity,devising evil schemes,rescuing damsels in distress,tracking down criminals
Larry Henning, 20000339, CS, avoiding taxes,writing pop songs,grabbing power,ruling over subjects,promoting conservative values,expressing dissent,making cartoons,directing Hollywood movies,fighting with swords,scandalizing polite society
Claretha Newberry, 20000304, DS, making soap,planting daffodils,keeping a diary,promoting tolerance,smoking herb,promoting the Dark Side,maintaining a secret identity,singing pop songs,recruiting dissidents,eluding imperial storm-troopers
Anna Smith, 20000100, CS, challenging artistic norms,fighting with swords,wielding political power,writing TV comedies,test-driving cars,patenting new technologies ,singing pop songs,directing Hollywood movies,promoting conservative values,piloting the lunar module
Roselyn Schott, 20000331, CS, doing stand-up,playing jazz trumpet,ranting about liberals,seducing women,ruling over subjects,going for a spacewalk,selling modern art,coining sparkling witticisms,writing plays,testing new technologies
Claudie Hahn, 20000286, CS, studying science,collecting rock samples,running a smuggling business,seducing women,playing the trumpet,dancing to disco music,pioneering new technologies,running a software company,expressing dissent,singing pop songs
Carolyn Griffin, 20000086, CS, hosting automotive shows,dancing to disco music,writing TV comedies,directing Hollywood movies,writing pop songs,promoting communism,singing country music,patenting new technologies ,seducing women,writing plays
Catharine Arce, 20000274, CS, writing Hollywood movies,fighting for civil rights,running a smuggling business,singing pop songs,writing about social problems,posing pointed questions,wielding political power,producing Hipbop records,promoting democracy,writing pop songs
May Vega, 20000444, CS, spreading philosophy,running restaurants,singing Hipbop songs,singing country music,preventing crime,wielding political power,starring in comedies,gyrating hips,plotting mutinies,singing torch songs
Ross Aguilar, 20000148, CS, spreading revolution,running a media empire,worrying about health,writing romantic poetry,writing short stories,writing TV comedies,running a kingdom,promoting conservative values,finding clues,coining sparkling witticisms
Sheila Olson, 20000197, DS, leading revolts,making modern art,keeping a diary,killing demons,impersonating women,climbing social ladders,making documentaries,solving crimes,killing rival gladiators,arresting drug dealers
Andrew Allison, 20000119, CS, writing pop songs,explaining evolution,fighting for democracy,singing pop songs,coining sparkling witticisms,promoting science,making modern art,running restaurants,selling modern art,amassing nuclear weapons
Melody Owens, 20000442, CS, terrorizing employees,tolerating adultery,pulling dirty political tricks,campaigning for the presidency,warning about totalitarianism,cooking dinners,gyrating hips,writing romantic poetry,singing pop songs,writing modern fiction
Marcellus Upton, 20000264, CS, frowning at errant husbands,fighting with swords,running a software company,building a wooden ark,selling out,trading innuendo,spreading revolution,running a frontier town,writing pop songs,testing new technologies
Ann Bennett, 20000030, CS, fighting with swords,interviewing politicians,managing hedge funds,ruling over subjects,seducing women,singing country music,womanizing,drawing whimsical cartoons,undermining authority,making unauthorized sex tapes
Lacy Hutchings, 20000378, DS, making modern art,drinking one's life away,burping,finding clues,punishing criminals,solving mysteries,running a software company,preening in front of the mirror,eluding imperial storm-troopers,planting daffodils
Ismael Abbott, 20000415, DS, killing rival gladiators,solving crimes,solving mysteries,counting calories,making modern art,preventing crime,impersonating women,bending spoons,making insipid musicals,explaining evolution
Duane Sims, 20000166, CS, fighting with swords,campaigning for democracy,leading armies into battle,starring in comedies,patenting new technologies ,making cartoons,running a budget airline,writing pop songs,promoting new technologies,grabbing power
Kennith Pauley, 20000398, CS, collecting treasures,making cartoons,popping amphetamines,building airplanes,running an empire,campaigning for the presidency,trading innuendo,pushing haute couture,solving crimes,producing Hipbop records
Carolyn Griffin, 20000086, DS, tricking criminals,practicing the Occult,running a multinational corporation,tending the garden,impersonating women,causing mayhem,pursuing criminals,fighting in gladiator arenas,reporting the news,playing rock guitar
